#Firmware: Tuareg V0.2 2020.10
Coil1,Coil1,Injector1,Injector1,Phase valid,Phase Cyl1 Comp,CIS Lobe present,Crank Position,fraction,Timestamp,time
,,,,,,,,us,ms,ms
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,2763152.0,2763152.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,92.0,2763152.0,2763152.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.0,2763153.0,2763153.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,199.0,2763163.0,2763163.2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,351.0,2763164.0,2763164.2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,359.0,2763164.0,2763164.2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,139.0,2763168.0,2763168.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,2763174.0,2763174.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,2763174.0,2763174.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,2763174.0,2763174.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,2763175.0,2763175.2
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,430.0,2763185.0,2763185.5
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,416.0,2763186.0,2763186.5
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,540.0,2763196.0,2763196.5
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,532.0,2763197.0,2763197.5
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,654.0,2763207.0,2763207.8
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,804.0,2763208.0,2763208.8
MARK 008
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,2766275.0,2766275.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,222.0,2766276.0,2766276.2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,230.0,2766276.0,2766276.2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,2766280.0,2766280.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,189.0,2766286.0,2766286.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,2766286.0,2766286.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,2766286.0,2766286.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,2766287.0,2766287.2
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,318.0,2766297.0,2766297.2
